Experiment No.,Time [h],Xv [10ˆ6 Cells/mL],GLC [mM],GLN[mM],NH4 [mM],LAC [mM],Titer [mg/L],pH,T [º C],Feed - GLC [mM],Feed - GLN [mM]
69,96,4.749672144,0,11.26952299,12.27329679,32.07363488,60.20210181,7.1,37.5,5,6
69,120,3.813584099,0,14.11353147,18.67799625,37.02681376,108.2896755,7.1,37.5,5,6
69,144,2.817301626,0,12.68586577,18.09962805,48.29095763,198.7275665,7.1,37.5,5,6
69,168,3.004474697,0.309255461,17.49296053,17.52010285,52.82460315,166.2584819,7.1,37.5,5,6
69,192,2.869821428,0,24.49067749,36.42556198,65.51773098,259.752434,7.1,37.5,0,0
69,216,1.459384957,0,14.78963349,26.80404551,67.99953975,250.9368222,7.1,37.5,0,0
69,240,1.670106258,0.695997837,18.90544043,28.43459831,63.16466151,256.5113878,7.1,37.5,0,0
69,264,1.179494323,0.326673499,11.24371722,28.30536321,50.61683051,258.0391318,7.1,37.5,0,0
69,288,1.03615658,0,8.275923591,25.00127018,60.91297974,103.4978816,7.1,37.5,0,0
69,312,0.748821116,0,6.879709201,38.8002307,43.38587906,228.5302337,7.1,37.5,0,0
69,336,0.927652625,0,5.641700729,37.51829273,50.97215451,305.3956081,7,37,0,0
70,0,0.4,20,3,0.1,0.1,0,7.1,36,0,0
70,24,0.810778936,13.02226776,2.318606476,0.424036698,3.100777104,0,7.1,36,30,6
70,48,1.691760226,37.4442268,6.871828427,2.560139323,11.94490552,32.77797275,7.1,36,30,6
70,72,2.188347139,54.63687767,7.635999392,3.986378022,21.06180757,50.73040855,7.1,36,30,6
70,96,3.027751881,72.32319671,13.68040961,7.471628408,29.51668302,143.272194,7.1,36,30,6
70,120,2.617973001,96.19594629,15.55799191,8.869245741,52.29284905,214.6899573,7.1,36,30,6
70,144,3.684604476,143.2427392,16.07487595,14.5500176,54.28641561,249.5967383,7.1,36,30,6
70,168,3.907103567,143.8185087,16.80476706,20.45321979,66.32262404,404.9042174,7.1,36,30,6
70,192,2.611667611,177.3294644,22.99017384,21.64753232,69.10243316,448.9950021,7.1,36,0,0
70,216,2.633680837,198.6930831,16.9707397,29.01210462,80.707129,638.7129407,7.1,36,0,0
70,240,2.098313469,171.048047,14.05974734,25.25447473,107.7657393,570.8345849,7.1,36,0,0
70,264,1.717725888,153.3893726,14.85340502,31.75999644,68.93160327,843.7104898,7.1,36,0,0
70,288,1.863347421,171.196742,9.451119563,31.97986136,84.53795701,558.9250175,7.1,36,0,0
70,312,1.307434983,193.5299099,8.529556301,25.25887797,93.86880415,820.2152646,7.1,36,0,0
70,336,1.199183089,131.7460137,5.776293331,31.45927133,113.9088808,628.5539565,6.7,35,0,0
72,0,0.4,20,3,0.1,0.1,0,6.9,37.5,0,0
72,24,0.766357741,13.16375935,1.647956154,0.197945514,4.902543939,0,6.9,37.5,0,0
72,48,2.306929989,8.749628636,0.243822495,1.263131192,17.50473722,14.47259007,6.9,37.5,0,0
72,72,1.935906865,2.646695369,0,0.975001137,21.94846259,16.65031448,6.9,37.5,30,6
72,96,3.751653185,19.24658586,2.048099549,3.260332521,48.75729686,60.02791085,6.9,37.5,30,6
72,120,5.995709587,33.09630918,7.153274904,5.199931532,39.72482918,216.7008873,6.9,37.5,30,6
72,144,4.419669049,41.27970351,7.504384596,10.13208419,53.10312416,333.7005458,6.9,37.5,30,6
72,168,5.214162756,51.69088919,11.86447943,10.64283154,91.011832,509.3457316,6.9,37.5,30,6
72,192,5.726495144,74.88252469,14.55367611,14.34775608,112.5825369,499.0637739,6.9,37.5,0,0
72,216,3.230400801,82.09727791,10.59172728,18.69969692,147.3250499,651.4524897,6.9,37.5,0,0
72,240,3.388066163,53.79464265,7.693196237,20.63125259,105.9829691,765.6488119,6.9,37.5,0,0
72,264,4.129551922,62.43554222,7.223808981,20.90600372,121.0482152,622.5354206,6.9,37.5,0,0
72,288,2.609324878,57.83025024,6.049537323,23.72227622,148.7814829,921.6791116,6.9,37.5,0,0
72,312,2.20362213,51.1399581,3.952596862,22.74887456,125.8992275,1205.032348,6.9,37.5,0,0
72,336,1.322609939,44.45170672,2.650737029,23.47512616,139.0639925,855.510097,6.7,37,0,0
73,0,0.4,20,3,0.1,0.1,0,6.9,36,0,0
73,24,0.846273463,12.63561619,1.717681947,0.82627883,3.249563864,21.3414045,6.9,36,0,0
73,48,1.409494352,7.723771952,1.180377104,0.729325329,12.48277137,42.37156858,6.9,36,0,0
73,72,1.884121849,0.63846056,0.527845634,1.832268147,18.75258551,61.99534663,6.9,36,5,6
73,96,2.079002321,0.051273921,4.034204607,3.881698061,21.90218223,72.92994268,6.9,36,5,6
73,120,3.190379919,0,8.308684384,4.369647941,38.65864696,133.8195315,6.9,36,5,6
73,144,2.299803078,0,11.10832465,6.105029971,30.44943902,200.3726748,7,37,5,6
73,168,2.23474552,0.087807704,11.42596487,10.70449296,45.9561134,220.3434497,7,37,5,6
73,192,3.19901825,0.066616364,13.60612873,11.50935831,55.43301539,329.8953836,7,37,5,6
73,216,3.763275753,0.822771753,17.30873629,17.68634054,67.99678032,363.9895723,7,37,5,6
73,240,2.828011675,0,23.11946927,27.25847741,66.73634622,464.9527206,7,37,5,6
73,264,3.007857636,0.656424717,24.21049397,26.38131039,62.27142755,504.6853619,7,37,5,6
73,288,2.648150597,0.70194475,22.16130751,25.97126474,76.55322618,598.9788794,7,37,5,6
73,312,1.241487498,1.625250942,26.12268386,29.36699152,64.07376389,629.8322925,7,37,0,0
73,336,1.438146066,0.225790707,21.64116214,48.80669924,95.86560993,593.4471022,7,37,0,0
74,0,0.2,60,3,0.1,0.1,0,7.1,36,0,0
74,24,0.566628387,82.6329569,1.655693451,0.551985335,2.295905111,26.96007135,7.1,36,0,0
74,48,1.101206806,75.35068748,0.524112894,1.67522421,10.22698155,32.41050951,7.1,36,0,0
74,72,1.977004297,37.03633331,0,2.160912173,14.04628423,27.73635697,7.1,36,5,1
74,96,2.751968413,53.21914447,0,3.458666508,23.24560169,72.42544255,7.1,36,5,1
74,120,3.388108049,46.53853851,0,3.274605557,46.73798336,112.1293419,7.1,36,5,1
74,144,4.116407682,37.00569078,0,2.824016134,58.58779254,161.0349438,6.7,36,5,1
74,168,4.194580629,30.14031021,0.885331059,2.207534618,53.17486368,226.0460921,6.7,36,5,1
74,192,4.758780223,35.29791586,1.103591414,3.609301989,91.53229766,374.4818364,6.7,36,5,1
74,216,2.863076091,31.92735204,2.158247561,3.071490836,72.3580536,434.5610603,6.7,36,5,1
74,240,3.378992713,31.68426719,2.438242574,3.088778676,65.13303484,746.485073,6.7,36,5,1
74,264,3.274919374,22.16284447,2.039415505,3.335118866,67.79879846,610.7675109,6.7,36,5,1
74,288,2.567641065,39.01626882,3.144449237,4.95459218,89.94208143,704.1670356,6.7,36,5,1
74,312,2.216737722,30.28478925,2.763613254,5.849691845,119.9078864,780.5887545,6.7,36,0,0
74,336,2.380345554,30.36902895,2.383696306,5.182047792,87.19157084,956.7425254,6.7,37,0,0
75,0,0.2,20,8,0.1,0.1,0,7.1,37.5,0,0
75,24,0.787986306,11.58693798,6.268886916,2.007628201,4.780253822,0,7.1,37.5,0,0
75,48,1.457142099,6.227498635,3.869427165,2.312347534,14.25649119,12.16708039,7.1,37.5,0,0
75,72,2.493582881,0.195141939,2.000036333,3.879101768,22.4181488,35.43932863,7.1,37.5,5,1
75,96,3.209805855,0.869730132,2.006134775,4.271922387,28.58452066,56.96209378,7.1,37.5,5,1
75,120,3.27319728,0.96350925,2.038819372,6.581069128,27.05516078,72.90170535,7.1,37.5,5,1
75,144,3.534796409,0.608423437,2.361359949,6.447394123,43.22347355,96.45312275,7.1,37,5,1
75,168,4.465480282,0,1.733279864,5.681963241,40.9111761,144.0261183,7.1,37,5,1
75,192,3.613319237,0,1.441072763,6.631186446,43.79331434,133.4328244,7.1,37,5,1
75,216,3.874861278,0.281116472,1.484722948,7.60538228,62.5173416,205.7641286,7.1,37,5,1
75,240,3.059529385,0.029163059,1.825015829,6.672576796,52.16987485,149.0371744,7.1,37,5,1
75,264,3.499264322,0.005553108,1.446164518,8.503824319,56.39921213,300.126013,7.1,37,5,1
75,288,2.319388856,0.384266521,2.174642962,7.323389117,60.50906591,316.4391221,7.1,37,5,1
75,312,2.462101852,0.125466806,2.190149692,7.755496055,68.43734415,375.3435066,7.1,37,0,0
75,336,2.417273822,0,1.181828348,9.101547141,75.05238819,396.7443278,7,37,0,0
76,0,0.4,60,3,0.1,0.1,0,6.9,36,0,0
76,24,0.572912287,41.20004094,2.885153171,1.335900837,4.539856122,10.22102128,6.9,36,5,6
76,48,1.073086122,47.57639459,6.253990985,1.732367139,11.51378799,41.33278415,6.9,36,5,6
76,72,1.973800858,43.19840009,7.51609234,4.075930197,16.1539905,82.17825673,6.9,36,5,6
76,96,2.303109462,46.62974799,12.60983298,6.942001259,28.1629582,128.0775127,6.9,36,5,6
76,120,2.875456831,32.40172304,18.10560992,12.63762955,32.18435637,150.086616,6.9,36,5,6
76,144,2.674497301,36.08409253,19.45178192,13.11367272,48.20156179,183.5949936,6.9,36,5,6
76,168,2.557966431,43.18981441,18.56572646,22.18832211,44.44726114,456.7007798,6.9,36,5,6
76,192,2.629310767,37.64866161,20.80989246,25.25203168,47.39169974,380.0840464,6.9,36,0,0
76,216,2.42797001,35.15164777,14.78563696,26.04533248,74.54370635,526.5330985,6.9,36,0,0
76,240,2.32907784,44.18371895,15.50072498,27.86856577,46.32387686,674.2039116,6.9,36,0,0
76,264,2.143448209,37.35836182,10.26265708,26.62360516,57.04154405,643.0735556,6.9,36,0,0
76,288,1.731031017,26.68780701,10.17823618,34.83192238,77.59837752,569.302235,6.9,36,0,0
76,312,1.265999742,20.86877067,6.467638966,36.02775766,86.55991996,436.7412103,6.9,36,0,0
76,336,0.869422874,20.03547246,6.746827211,38.83967196,63.00651008,518.2194796,6.7,37,0,0
77,0,0.2,60,3,0.1,0.1,0,6.9,37.5,0,0
77,24,0.493103789,63.3358335,2.64507423,0.678047716,3.522576208,0,6.9,37.5,0,0
77,48,1.170603016,42.7820939,1.205048271,1.836177058,9.841176034,3.059509986,6.9,37.5,0,0
77,72,2.36363331,38.23769214,0.083954524,2.298327175,24.93398825,23.51450398,6.9,37.5,5,6
77,96,3.221802174,29.71277398,2.984523231,5.122453305,45.72135959,113.820529,6.9,37.5,5,6
77,120,4.767559025,17.45401171,5.198950021,6.017041274,67.38154189,196.6536851,6.9,37.5,5,6
77,144,4.858674489,11.00303793,6.299640242,10.22754855,95.46484607,304.0895828,6.7,35,5,6
77,168,5.163469734,8.600285074,14.02390488,13.86826312,100.9510154,560.0010706,6.7,35,5,6
77,192,4.126099257,4.589099931,16.60546058,12.75110777,93.8878744,541.6209964,6.7,35,0,0
77,216,3.6164546,0.42571946,9.537042635,15.54944434,106.6660736,791.0268086,6.7,35,0,0
77,240,3.628127378,0,8.579351884,22.76974093,111.2202505,619.8031826,6.7,35,0,0
77,264,3.539048018,0.154326651,7.455306163,20.50669265,83.50630032,607.516032,6.7,35,0,0
77,288,3.627567792,0,6.003887698,20.28684345,116.6006126,761.3329068,6.7,35,0,0
77,312,2.736127914,0.23695927,5.711795688,28.41847872,92.74394589,946.0600668,6.7,35,0,0
77,336,2.365212011,0,4.626011451,24.35336956,126.6027022,819.3147361,6.7,35,0,0
78,0,0.4,20,8,0.1,0.1,0,6.9,36,0,0
78,24,0.846898577,18.22624882,9.256068142,1.381105992,2.66498821,11.2777706,6.9,36,0,0
78,48,1.125720527,11.53247125,7.929699622,4.025822226,9.977091664,49.30276438,6.9,36,0,0
78,72,1.903029222,7.084790635,3.810823654,5.948301406,13.43858027,94.73608004,6.9,36,30,6
78,96,2.018353117,22.9072052,6.335819998,5.623695976,28.01769444,92.81594415,6.9,36,30,6
78,120,1.417143109,75.27437781,14.53782081,10.25599646,35.05171609,195.4162692,6.9,36,30,6
78,144,2.140701876,81.00427591,14.40932605,16.57002886,42.80207653,226.4601436,6.7,37,30,6
78,168,2.249662594,94.46057538,15.09557069,20.15229275,38.98968541,272.6367625,6.7,37,30,6
78,192,2.398219174,110.1937066,19.30228939,21.35786767,51.68863388,348.9777774,6.7,37,0,0
78,216,2.332386586,101.0412594,17.85283642,24.83704547,50.64107696,453.7887479,6.7,37,0,0
78,240,1.795924946,133.2470679,13.1625537,22.05233737,39.66294796,388.5512063,6.7,37,0,0
78,264,1.667283475,124.0082884,11.5666557,24.13779023,55.23470335,541.5640474,6.7,37,0,0
78,288,1.428178682,112.8376125,7.665889554,32.03070116,60.08701423,646.970681,6.7,37,0,0
78,312,0.912527332,113.39872,9.801029616,31.02647652,60.64998838,610.1668513,6.7,37,0,0
78,336,1.177490014,113.9136574,7.253129014,23.74448746,66.73861543,603.2710148,6.7,37,0,0
79,0,0.4,20,8,0.1,0.1,0,6.9,37.5,0,0
79,24,1.305753489,13.03274505,4.41955575,1.836118162,8.484092808,11.51992759,6.9,37.5,30,1
79,48,1.672815094,46.23633657,5.72526407,3.202695011,18.54096321,45.62656264,6.9,37.5,30,1
79,72,3.623196607,37.79182596,3.929234743,4.721915609,30.55957185,121.5344427,6.9,37.5,30,1
79,96,4.617490017,72.61220387,1.636901665,6.689648989,48.27464213,193.1423599,6.9,37.5,30,1
79,120,4.828013542,92.09937203,1.154363314,5.634388858,53.51516047,342.4632005,6.9,37.5,30,1
79,144,4.722569449,78.65313376,1.015981444,7.711393455,110.1110183,453.6985599,7,37,30,1
79,168,5.099556722,101.2647541,0.554959262,8.770322414,117.2625288,565.4085298,7,37,30,1
79,192,5.003129224,143.0767491,0.446642787,9.560636191,132.4941275,792.6124025,7,37,30,1
79,216,4.679760467,198.6962993,0.781630462,7.554509706,153.8698479,709.2186916,7,37,30,1
79,240,3.794446697,200.6084093,0.616828098,11.57016944,104.2981143,663.4812351,7,37,30,1
79,264,2.785587372,181.9035513,0.880550186,9.817295581,126.581772,1183.545651,7,37,30,1
79,288,2.907763466,195.8642231,1.137327202,11.25779309,148.7465147,916.8827472,7,37,30,1
79,312,2.379772112,244.2450876,1.461150746,10.67270514,146.3699814,1193.849248,7,37,0,0
79,336,2.641407349,253.3788123,0.899863145,9.84613499,195.316231,1165.966378,7,37,0,0
80,0,0.2,20,3,0.1,0.1,0,7.1,36,0,0
80,24,0.509262383,19.80357503,2.298564075,1.14188706,4.043217934,15.59638473,7.1,36,30,6
80,48,1.105657035,39.32684005,6.95966696,1.787136987,9.277291292,18.39734273,7.1,36,30,6
80,72,1.962247571,58.32211889,10.96294504,5.682761895,13.39099008,34.10227988,7.1,36,30,6
80,96,2.657358891,91.09817401,11.41839104,9.999044031,39.82136711,96.91308294,7.1,36,30,6
80,120,2.871837991,87.02270558,13.08113525,9.03558914,45.94829378,164.2551374,7.1,36,30,6
80,144,3.012025511,143.1962459,17.4104873,15.22563251,48.75399739,245.7103181,7,36,30,6
80,168,3.852269504,138.6129713,14.01750895,17.94566654,56.98671209,374.3433765,7,36,30,6
80,192,3.522464802,156.0459248,18.6412687,25.38444401,53.25125886,418.1857932,7,36,0,0
80,216,2.462448705,205.427846,12.65049307,24.6684124,78.9170455,428.3538843,7,36,0,0
80,240,2.187595408,164.0132363,13.32712827,34.26070556,81.18701901,690.5813827,7,36,0,0
80,264,1.6968107,143.44983,12.64417779,32.77153404,90.30761698,558.474349,7,36,0,0
80,288,1.652127954,152.6973735,8.838613982,29.43342954,81.13004479,821.3236648,7,36,0,0
80,312,1.635629259,136.5046231,7.185052595,31.48086568,69.67788219,804.6327644,7,36,0,0
80,336,1.425912038,145.7059501,4.674524074,31.14795677,105.2284931,622.5881681,7,35,0,0
81,0,0.4,20,8,0.1,0.1,0,7.1,36,0,0
81,24,0.926769619,16.03995341,6.280458456,2.222417233,2.987746366,16.62131725,7.1,36,5,6
81,48,1.620569232,14.92772121,13.35445751,4.399343393,16.88340208,30.9253427,7.1,36,5,6
81,72,2.003133762,16.42288869,13.1997677,6.944880772,20.89387317,71.65139746,7.1,36,5,6
81,96,3.04422548,9.957080148,15.70933883,10.62437756,29.63091144,189.1726529,7.1,36,5,6
81,120,3.603949965,7.611918263,14.4294726,13.66716298,40.65405008,191.932213,7.1,36,5,6
81,144,4.131419632,4.193224008,14.91884716,17.3662942,68.76780444,262.7455604,7.1,37,5,6
81,168,3.113289361,2.613555416,22.45393559,21.49901464,77.53731433,301.1116923,7.1,37,5,6
81,192,2.313427943,1.442028225,20.46175098,28.86153553,49.38956058,486.3434208,7.1,37,5,6
81,216,2.434231474,2.200713724,24.58061904,29.08067006,64.14828665,486.7437459,7.1,37,5,6
81,240,1.582576876,1.926739771,20.47988206,21.35523036,88.69018331,556.167627,7.1,37,5,6
81,264,1.445574176,3.598924138,27.60462251,36.31388245,54.03887745,695.7653734,7.1,37,5,6
81,288,1.239886864,5.14420198,18.63492071,46.17219196,94.68005991,698.1014342,7.1,37,5,6
81,312,0.88353815,8.88397369,32.43717252,55.80708494,79.0121504,746.8910301,7.1,37,0,0
81,336,0.83067856,5.271085535,24.61984003,64.1323596,103.2410604,470.9784766,6.7,37,0,0
82,0,0.2,60,8,0.1,0.1,0,6.9,37.5,0,0
82,24,0.516841024,56.0020417,5.549166371,0.215723891,1.337501963,8.14491903,6.9,37.5,0,0
82,48,1.255971201,48.17626533,5.164908304,3.357890879,9.960406108,13.14972414,6.9,37.5,0,0
82,72,2.167506609,47.6660531,3.024645103,3.776361385,19.69284578,49.38041548,6.9,37.5,5,6
82,96,2.991472046,36.2725418,7.660417927,6.650201763,38.73339574,79.32764582,6.9,37.5,5,6
82,120,4.133347527,36.92852964,10.12848855,9.992290183,60.25611743,176.2026033,6.9,37.5,5,6
82,144,4.031789993,17.19680191,13.17455569,15.47418712,53.85853476,251.9160476,6.9,37.5,5,6
82,168,3.702662352,13.5076619,13.85117679,13.38705186,86.91228509,367.0006551,6.9,37.5,5,6
82,192,3.532314189,10.04885038,18.42804403,23.68305098,87.54857049,383.90727,6.9,37.5,5,6
82,216,4.092988703,9.377992619,22.09498522,22.06589599,112.5772627,488.5198368,6.9,37.5,5,6
82,240,2.718144084,7.848937627,17.58499352,24.12794294,116.4950182,518.3254801,6.9,37.5,5,6
82,264,2.630656383,7.666330878,18.39038891,32.72920249,91.20024854,767.9460451,6.9,37.5,5,6
82,288,1.683817794,11.17949511,22.93093369,36.24015262,140.4433031,819.2906077,6.9,37.5,5,6
82,312,1.297962476,11.14551264,21.40219206,36.11915421,88.91855249,591.2413617,6.9,37.5,0,0
82,336,1.31810795,8.947627076,23.51609406,42.6693939,119.807639,722.8731654,6.7,37,0,0
83,0,0.4,60,3,0.1,0.1,0,6.9,37.5,0,0
83,24,0.899092977,43.62866484,1.292801847,0.676358197,2.792011982,4.185747749,6.9,37.5,0,0
83,48,2.449216921,41.64594726,0.198393483,1.27532014,21.21380982,23.51256124,6.9,37.5,0,0
83,72,2.270685012,37.43395218,0,1.248483326,17.81907459,37.88859467,6.9,37.5,5,1
83,96,2.526694803,35.10648887,0,1.829462096,27.95307334,55.23761164,6.9,37.5,5,1
83,120,4.078806443,25.26453755,0.028091007,2.283708184,41.48131268,81.90521266,6.9,37.5,5,1
83,144,4.558626604,12.35365157,0.063611094,3.953755421,58.75733788,154.7640538,6.9,37,5,1
83,168,3.58679511,10.36907956,0.066487202,5.514841949,59.86151003,216.2477883,6.9,37,5,1
83,192,3.909749479,1.38749851,0,4.515725519,129.0539572,275.8843327,6.9,37,5,1
83,216,4.936369127,0,0.264473618,5.24064053,83.07893319,278.8304577,6.9,37,5,1
83,240,4.234357041,0.328170483,0.817285926,4.506591097,111.5993445,271.2579186,6.9,37,5,1
83,264,4.045011707,0,1.078010508,3.818547286,116.7165532,499.3749073,6.9,37,5,1
83,288,4.598178033,0.406952761,0.947082957,5.147668796,95.57051066,586.6305108,6.9,37,5,1
83,312,4.113562498,0.358204838,1.41638207,5.296607026,99.28313054,563.3135859,6.9,37,0,0
83,336,3.893305571,0.129853374,1.038748878,4.893586509,140.4034871,497.4446111,7,37,0,0
85,0,0.2,20,3,0.1,0.1,0,7.1,36,0,0
85,24,0.518522657,24.83033486,2.732321543,0.341217621,3.737512452,19.62717676,7.1,36,0,0
85,48,0.971719198,18.01059946,1.01752321,1.062063935,10.82359236,12.11936419,7.1,36,0,0
85,72,2.211226369,10.64836652,0.249900775,2.093464298,16.06703357,51.46109998,7.1,36,5,6
85,96,2.95080914,5.256511642,3.513063467,3.253692092,35.45158322,92.88024673,7.1,36,5,6
85,120,3.661491046,0.795519964,4.880407094,6.928119429,39.38918954,187.5600352,7.1,36,5,6
85,144,4.512064585,0,7.146074491,7.668515969,38.97476476,184.9110893,6.7,36,5,6
85,168,3.630749997,0.012153198,15.19841147,10.04082559,44.82482297,305.7248367,6.7,36,5,6
85,192,4.094822598,0.631634366,18.32151459,15.64836114,64.15692261,409.8172613,6.7,36,5,6
85,216,2.868555278,0.975963653,18.88744295,14.85868363,55.47820439,529.3856388,6.7,36,5,6
85,240,2.141355721,2.7420485,18.52671523,22.25339857,80.60738669,563.7985602,6.7,36,5,6
85,264,2.191650745,3.066566196,18.29519484,26.70713058,72.88382685,589.0024788,6.7,36,5,6
85,288,2.281037392,3.830138337,17.77760002,24.4408415,76.1310556,450.6629363,6.7,36,5,6
85,312,2.424824227,6.751947541,22.02422952,35.51976859,82.3018011,443.8709898,6.7,36,0,0
85,336,2.005595557,3.986615067,21.35770809,46.93893262,96.90958626,800.3082085,6.7,35,0,0
86,0,0.2,20,3,0.1,0.1,0,6.9,37.5,0,0
86,24,0.512666118,8.634992518,2.56204797,0.465736695,2.287981572,6.52205586,6.9,37.5,5,6
86,48,1.160559794,11.54185384,5.228989163,2.85173853,10.57030263,0,6.9,37.5,5,6
86,72,2.714579393,13.07958675,8.842185895,6.016419864,25.26924336,29.02560395,6.9,37.5,5,6
86,96,3.07892566,6.104715688,10.63934551,8.459468955,42.50265377,81.69975137,6.9,37.5,5,6
86,120,3.928341715,1.002404832,11.26839588,12.72782894,46.63511578,203.0703879,6.9,37.5,5,6
86,144,3.654794194,0,19.60940007,16.65585286,38.03041801,248.3538685,6.9,37.5,5,6
86,168,3.450529641,0.133878503,20.04204885,14.59380574,69.08006605,299.6849983,6.9,37.5,5,6
86,192,3.221196913,0.914525235,18.01746045,17.20011929,62.79497274,309.1735664,6.9,37.5,5,6
86,216,2.451608226,0.400100129,22.84786668,23.25639008,74.65575528,399.1389499,6.9,37.5,5,6
86,240,2.781804881,0.268586094,24.71451609,42.887939,55.77054362,527.5654472,6.9,37.5,5,6
86,264,1.333590882,1.509158672,20.05133435,42.20075699,83.37795174,637.7184937,6.9,37.5,5,6
86,288,1.818543328,2.476777656,29.99165569,41.32050257,74.0494843,655.8989642,6.9,37.5,5,6
86,312,1.279363634,3.321211112,26.94072097,55.44111748,110.1743106,631.7238296,6.9,37.5,0,0
86,336,1.199222579,2.733245836,24.44412654,48.51593987,101.0827255,604.5859352,7,35,0,0
87,0,0.4,20,8,0.1,0.1,0,7.1,36,0,0
87,24,1.115153924,9.861501981,6.265052185,2.11907069,3.70032944,16.72569375,7.1,36,0,0
87,48,1.619504095,2.364926686,4.422592558,3.441179292,11.55320762,40.13336096,7.1,36,0,0
87,72,2.194618429,0,4.102292322,4.425047947,13.05481838,33.29227424,7.1,36,5,1
87,96,3.013343234,0,4.226390024,4.123146282,16.37262193,73.55834951,7.1,36,5,1
87,120,2.910833766,0.202638158,3.338567614,6.142975038,26.20442479,118.2658099,7.1,36,5,1
87,144,3.094114387,0,2.707768849,6.125805915,36.66237538,124.8963745,7,36,5,1
87,168,3.341909426,0.551214377,3.153235618,10.54548053,32.20748789,188.9938244,7,36,5,1
87,192,3.776827355,0,2.529663268,10.04077105,54.89285238,218.0265628,7,36,5,1
87,216,3.676552108,0.557478654,2.021507342,7.032988712,49.0000724,254.1233962,7,36,5,1
87,240,3.739124517,0.169175865,2.719664906,10.28744529,64.37786204,273.0021207,7,36,5,1
87,264,3.16147412,0,2.01580973,6.743108976,69.48000471,459.5932408,7,36,5,1
87,288,2.562340433,0.321710071,2.080952568,10.87723668,64.10036345,504.6185563,7,36,5,1
87,312,3.244562177,0,2.294975792,11.48004878,61.96875716,551.2736161,7,36,0,0
87,336,1.694230346,0.853280657,1.658455816,13.63965938,84.41490173,504.7889769,7,35,0,0
88,0,0.2,60,8,0.1,0.1,0,6.9,36,0,0
88,24,0.335461575,51.0383421,4.770272747,0.638517568,4.661097707,1.636789821,6.9,36,30,1
88,48,0.81147717,79.01558946,5.789298785,3.888376313,7.578825989,0.641814269,6.9,36,30,1
88,72,0.958618509,134.4950836,4.638550473,5.122282916,10.36127681,51.58992658,6.9,36,30,1
88,96,1.272420617,144.9935395,5.272342673,5.398642453,16.67878519,68.28196115,6.9,36,30,1
88,120,1.696473338,181.2568109,3.634752537,5.284748167,20.28940801,118.0210153,6.9,36,30,1
88,144,3.0457043,201.9434522,4.116584214,5.68348614,34.97092427,163.274155,6.9,37,30,1
88,168,2.300385127,211.7237013,2.999170144,7.275838032,30.27374922,185.4734599,6.9,37,30,1
88,192,2.864923376,276.5336723,3.019266039,10.24468714,56.96247516,332.9200621,6.9,37,30,1
88,216,3.077752169,236.2604284,2.645918928,8.337734035,66.91782013,400.1599252,6.9,37,30,1
88,240,3.855214385,288.5915149,2.511493071,9.170466045,46.40356486,504.7755612,6.9,37,30,1
88,264,2.433183061,262.0729006,2.24159761,12.55966,84.28877998,694.1679757,6.9,37,30,1
88,288,3.590774057,358.4778055,2.175769806,12.65130932,91.19559384,650.6174513,6.9,37,30,1
88,312,2.741237133,279.1030848,2.317687277,13.76661285,68.33821271,622.4924992,6.9,37,0,0
88,336,2.836582564,272.1692467,1.493308269,16.06245279,114.7644169,620.0161559,6.7,37,0,0
89,0,0.2,20,3,0.1,0.1,0,7.1,37.5,0,0
89,24,0.753925318,18.84974452,2.201787606,0.756964317,4.512571408,0,7.1,37.5,0,0
89,48,2.334506845,5.870696858,0.354913036,2.377980989,19.07935818,21.68800753,7.1,37.5,0,0
89,72,2.289012832,0.533001137,0,1.288129562,30.19240508,21.2030894,7.1,37.5,30,6
89,96,3.774043041,15.16160891,2.90679793,3.751455312,52.41734996,57.00495625,7.1,37.5,30,6
89,120,6.121439165,28.6528365,4.804609001,5.93073772,76.33836675,229.6669378,7.1,37.5,30,6
89,144,5.899026525,38.83210966,6.957437651,8.430638421,81.19674983,353.1241867,7,37,30,6
89,168,5.588349095,52.28394567,9.693100433,10.85010712,92.83737433,381.5087985,7,37,30,6
89,192,4.981477767,75.3170785,14.6389932,13.70106491,113.8256842,544.0925734,7,37,0,0
89,216,3.87386104,57.35415629,11.13678921,15.12560674,127.3022073,734.8967338,7,37,0,0
89,240,4.054190387,49.83230583,10.76604486,19.7368983,164.1906481,652.8427772,7,37,0,0
89,264,2.71793693,38.17332732,6.185642745,21.87635132,137.377785,1092.256682,7,37,0,0
89,288,2.661018992,33.24523726,3.552117307,17.31773373,114.1013171,1116.623739,7,37,0,0
89,312,1.725054697,31.98735937,3.035586559,16.38948669,186.6502295,1101.690644,7,37,0,0
89,336,1.562706773,30.74899492,2.365375163,20.05972419,142.1853349,1023.800899,7,37,0,0
90,0,0.4,20,3,0.1,0.1,0,6.9,36,0,0
90,24,0.519576886,13.17118408,1.447935608,1.25315895,4.64288191,16.52976647,6.9,36,0,0
90,48,1.642094688,8.139561334,1.194382853,0.225868903,9.737242078,22.69912894,6.9,36,0,0
90,72,1.972599746,1.982347722,0.245900573,1.385200723,18.1605297,82.70410586,6.9,36,30,6
90,96,2.385059241,23.29487645,3.995036165,5.164923266,33.38214382,78.12703479,6.9,36,30,6
90,120,4.630832,44.03516895,5.910552361,4.803790631,41.04544488,174.1504415,6.9,36,30,6
